r_fighter,gender,weightclass,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_record,r_losses,r_draws,r_wins,r_winbydecisionmajority,r_winbydecisionunanimous,r_winsbydecisionmajority,r_winsbydecisionsplit,r_winsbydecisionunanimous,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_matchwcrank,r_pfprank
Francisco Trinaldo,MALE,Lightweight,41.0,Southpaw,175.26,177.8,155.0,15.0-6.0-0.0,6.0,0.0,15.0,0.0,8.0,0.0,,8.0,4.0,2.0,0.0,,
Khamzat Chimaev,MALE,Welterweight,26.0,Orthodox,187.96,190.5,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Mauricio Rua,MALE,Light Heavyweight,38.0,Orthodox,185.42,193.04,205.0,26.0-11.0-1.0,11.0,1.0,26.0,0.0,1.0,0.0,,3.0,21.0,1.0,0.0,,
Movsar Evloev,MALE,Featherweight,26.0,Orthodox,170.18,182.88,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Nathaniel Wood,MALE,Bantamweight,27.0,Orthodox,167.64,175.26,135.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,
Nicolas Dalby,MALE,Welterweight,35.0,Orthodox,180.34,187.96,170.0,2.0-2.0-1.0,2.0,1.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Paul Craig,MALE,Light Heavyweight,32.0,Orthodox,190.5,193.04,205.0,4.0-4.0-1.0,4.0,1.0,4.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,,
Ramazan Emeev,MALE,Welterweight,33.0,Southpaw,177.8,193.04,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Robert Whittaker,MALE,Middleweight,29.0,Orthodox,182.88,185.42,185.0,11.0-3.0-0.0,3.0,0.0,11.0,0.0,5.0,0.0,,5.0,5.0,0.0,0.0,1.0,
Tanner Boser,MALE,Heavyweight,28.0,Orthodox,187.96,190.5,255.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Tom Aspinall,MALE,Heavyweight,27.0,Orthodox,195.58,195.58,256.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Derek Brunson,MALE,Middleweight,36.0,Southpaw,185.42,195.58,185.0,14.0-6.0-0.0,6.0,0.0,14.0,0.0,4.0,0.0,,6.0,6.0,2.0,0.0,8.0,
Frankie Saenz,MALE,Bantamweight,39.0,Orthodox,167.64,167.64,135.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Jamall Emmers,MALE,Featherweight,31.0,Orthodox,177.8,187.96,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joanne Calderwood,FEMALE,Women's Flyweight,34.0,Orthodox,167.64,165.1,125.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,3.0,
Johnny Munoz,MALE,Featherweight,27.0,Orthodox,175.26,180.34,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Lando Vannata,MALE,Lightweight,28.0,Orthodox,175.26,180.34,155.0,3.0-4.0-2.0,4.0,2.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Vincente Luque,MALE,Welterweight,28.0,Orthodox,180.34,190.5,170.0,11.0-3.0-0.0,3.0,0.0,11.0,0.0,0.0,0.0,,0.0,7.0,3.0,0.0,12.0,
Andrew Sanchez,MALE,Middleweight,32.0,Orthodox,185.42,187.96,185.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,,
Beneil Dariush,MALE,Lightweight,31.0,Southpaw,177.8,182.88,155.0,12.0-4.0-1.0,4.0,1.0,12.0,0.0,4.0,0.0,,4.0,2.0,5.0,0.0,14.0,
Derrick Lewis,MALE,Heavyweight,35.0,Orthodox,190.5,200.66,260.0,14.0-5.0-0.0,5.0,0.0,14.0,0.0,2.0,0.0,,2.0,10.0,0.0,0.0,4.0,
Gavin Tucker,MALE,Featherweight,34.0,Southpaw,167.64,167.64,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Irwin Rivera,MALE,Bantamweight,31.0,Southpaw,167.64,167.64,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kevin Holland,MALE,Middleweight,27.0,Orthodox,190.5,205.74,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Maki Pitolo,MALE,Middleweight,29.0,Orthodox,177.8,190.5,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Nasrat Haqparast,MALE,Lightweight,24.0,Southpaw,177.8,182.88,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Omari Akhmedov,MALE,Middleweight,32.0,Orthodox,182.88,185.42,185.0,8.0-3.0-1.0,3.0,1.0,8.0,0.0,5.0,0.0,,5.0,2.0,0.0,0.0,11.0,
Tim Means,MALE,Welterweight,36.0,Orthodox,187.96,190.5,170.0,11.0-9.0-0.0,9.0,0.0,11.0,0.0,3.0,0.0,,3.0,5.0,2.0,0.0,,
Yana Kunitskaya,FEMALE,Women's Bantamweight,30.0,Orthodox,167.64,172.72,135.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,8.0,
Youssef Zalel,MALE,Featherweight,23.0,Switch,177.8,182.88,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Ashley Yoder,FEMALE,Women's Strawweight,32.0,Southpaw,170.18,175.26,115.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Chris Daukaus,MALE,Heavyweight,30.0,Orthodox,187.96,187.96,256.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Felice Herrig,FEMALE,Women's Strawweight,35.0,Orthodox,162.56,165.1,115.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,15.0,
Herbert Burns,MALE,Featherweight,32.0,Orthodox,175.26,185.42,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Jim Miller,MALE,Lightweight,36.0,Southpaw,172.72,180.34,155.0,21.0-13.0-0.0,13.0,0.0,21.0,0.0,6.0,0.0,,6.0,3.0,10.0,0.0,,
John Dodson,MALE,Bantamweight,35.0,Orthodox,160.02,167.64,135.0,10.0-6.0-0.0,6.0,0.0,10.0,0.0,3.0,0.0,,3.0,6.0,0.0,0.0,12.0,
Junior Dos Santos,MALE,Heavyweight,36.0,Orthodox,193.04,195.58,238.0,15.0-6.0-0.0,6.0,0.0,15.0,0.0,5.0,0.0,,5.0,10.0,0.0,0.0,5.0,
Sean O'Malley,MALE,Bantamweight,25.0,Switch,180.34,182.88,135.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,14.0,
Stipe Miocic,MALE,Heavyweight,37.0,Orthodox,193.04,203.2,240.0,13.0-3.0-0.0,3.0,0.0,13.0,0.0,4.0,0.0,,4.0,9.0,0.0,0.0,0.0,3.0
TJ Brown,MALE,Featherweight,30.0,Switch,175.26,182.88,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Amanda Lemos,FEMALE,Women's Strawweight,33.0,Southpaw,162.56,165.1,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Austin Hubbard,MALE,Lightweight,28.0,Orthodox,177.8,180.34,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Carlton Minus,MALE,Welterweight,27.0,Orthodox,177.8,187.96,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Daniel Rodriguez,MALE,Welterweight,33.0,Southpaw,185.42,187.96,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Ike Villanueva,MALE,Light Heavyweight,36.0,Orthodox,185.42,185.42,225.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marcin Prachnio,MALE,Light Heavyweight,32.0,Orthodox,190.5,187.96,205.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mariya Agapova,FEMALE,Women's Flyweight,23.0,Southpaw,167.64,172.72,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Pedro Munhoz,MALE,Bantamweight,33.0,Orthodox,167.64,165.1,135.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,2.0,0.0,,2.0,3.0,3.0,0.0,5.0,
Timur Valiev,MALE,Catch Weight,30.0,Orthodox,167.64,170.18,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alessio Di Chirico,MALE,Middleweight,30.0,Orthodox,182.88,187.96,185.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Alex Caceres,MALE,Featherweight,32.0,Southpaw,177.8,185.42,145.0,11.0-10.0-0.0,10.0,0.0,11.0,0.0,5.0,0.0,,5.0,1.0,2.0,0.0,,
Anthony Smith,MALE,Light Heavyweight,32.0,Orthodox,193.04,193.04,205.0,10.0-7.0-0.0,7.0,0.0,10.0,0.0,1.0,0.0,,1.0,6.0,3.0,0.0,6.0,
Ji Yeon Kim,FEMALE,Women's Flyweight,30.0,Orthodox,170.18,182.88,125.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,15.0,
Maki Pitolo,MALE,Middleweight,29.0,Orthodox,177.8,190.5,185.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Mallory Martin,FEMALE,Women's Strawweight,26.0,Orthodox,162.56,160.02,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Polyana Viana,FEMALE,Women's Strawweight,28.0,Orthodox,165.1,170.18,115.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Ricardo Lamas,MALE,Featherweight,38.0,Orthodox,172.72,180.34,145.0,14.0-8.0-0.0,8.0,0.0,14.0,0.0,3.0,0.0,,6.0,5.0,3.0,0.0,,
Robbie Lawler,MALE,Welterweight,38.0,Southpaw,180.34,187.96,170.0,19.0-13.0-0.0,13.0,0.0,19.0,0.0,4.0,0.0,,4.0,12.0,0.0,0.0,14.0,
Sean Brady,MALE,Welterweight,27.0,Orthodox,177.8,182.88,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Alistair Overeem,MALE,Heavyweight,40.0,Orthodox,193.04,203.2,265.0,32.0-15.0-0.0,15.0,0.0,32.0,1.0,2.0,1.0,,4.0,19.0,8.0,0.0,6.0,
Andre Muniz,MALE,Middleweight,30.0,Southpaw,185.42,198.12,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Brian Kelleher,MALE,Featherweight,34.0,Switch,167.64,167.64,145.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
Cole Smith,MALE,Bantamweight,31.0,Orthodox,180.34,170.18,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Michel Pereira,MALE,Welterweight,26.0,Orthodox,185.42,185.42,170.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Ovince Saint Preux,MALE,Light Heavyweight,37.0,Southpaw,190.5,203.2,205.0,18.0-10.0-0.0,10.0,0.0,18.0,1.0,1.0,1.0,,4.0,8.0,5.0,0.0,,
Viviane Araujo,FEMALE,Women's Flyweight,33.0,Orthodox,162.56,172.72,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Alexandr Romanov,MALE,Heavyweight,29.0,Southpaw,187.96,190.5,262.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Billy Quarantillo,MALE,Featherweight,31.0,Orthodox,177.8,177.8,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Bobby Green,MALE,Lightweight,34.0,Orthodox,177.8,180.34,155.0,11.0-7.0-1.0,7.0,1.0,11.0,0.0,4.0,0.0,,5.0,1.0,3.0,0.0,,
Brok Weaver,MALE,Catch Weight,28.0,Southpaw,182.88,185.42,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bryan Barberena,MALE,Welterweight,31.0,Southpaw,182.88,182.88,170.0,5.0-5.0-0.0,5.0,0.0,5.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,,
Ed Herman,MALE,Light Heavyweight,39.0,Orthodox,185.42,195.58,205.0,12.0-11.0-0.0,11.0,0.0,12.0,0.0,3.0,0.0,,3.0,4.0,4.0,0.0,,
Julia Avila,FEMALE,Women's Bantamweight,32.0,Orthodox,170.18,172.72,135.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,14.0,
Michelle Waterson,FEMALE,Women's Strawweight,34.0,Orthodox,160.02,157.48,115.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,2.0,0.0,,2.0,0.0,4.0,0.0,8.0,
Ottman Azaitar,MALE,Lightweight,30.0,Switch,172.72,180.34,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Roosevelt Roberts,MALE,Lightweight,26.0,Orthodox,187.96,185.42,155.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Roxanne Modafferi,FEMALE,Women's Flyweight,37.0,Orthodox,170.18,175.26,125.0,3.0-7.0-0.0,7.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,8.0,
Sabina Mazo,FEMALE,Women's Flyweight,23.0,Orthodox,170.18,177.8,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Andre Ewell,MALE,Bantamweight,32.0,Southpaw,172.72,190.5,135.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Colby Covington,MALE,Welterweight,32.0,Orthodox,180.34,182.88,170.0,10.0-2.0-0.0,2.0,0.0,10.0,0.0,6.0,0.0,,6.0,2.0,2.0,0.0,2.0,
Darrick Minner,MALE,Featherweight,30.0,Orthodox,170.18,175.26,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jessica-Rose Clark,FEMALE,Women's Bantamweight,32.0,Orthodox,165.1,162.56,125.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Johnny Walker,MALE,Light Heavyweight,28.0,Orthodox,198.12,208.28,205.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,11.0,
Jordan Espinosa,MALE,Flyweight,30.0,Orthodox,167.64,175.26,125.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,13.0,
Journey Newson,MALE,Bantamweight,31.0,Orthodox,165.1,170.18,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kevin Holland,MALE,Middleweight,27.0,Orthodox,190.5,205.74,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,1.0,0.0,,
Khamzat Chimaev,MALE,Middleweight,26.0,Orthodox,187.96,190.5,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Mackenzie Dern,FEMALE,Women's Strawweight,27.0,Orthodox,162.56,160.02,115.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,15.0,
Mayra Bueno Silva,FEMALE,Women's Flyweight,29.0,Orthodox,167.64,167.64,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Mirsad Bektic,MALE,Featherweight,29.0,Orthodox,172.72,177.8,145.0,6.0-3.0-0.0,3.0,0.0,6.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,,
Tyson Nam,MALE,Bantamweight,36.0,Orthodox,170.18,172.72,125.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Brad Riddell,MALE,Lightweight,28.0,Orthodox,170.18,180.34,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Diego Sanchez,MALE,Welterweight,38.0,Southpaw,177.8,182.88,170.0,22.0-12.0-0.0,12.0,0.0,22.0,0.0,9.0,0.0,,10.0,6.0,2.0,0.0,,
Dominick Reyes,MALE,Light Heavyweight,30.0,Southpaw,193.04,195.58,205.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,1.0,
Hakeem Dawodu,MALE,Featherweight,29.0,Orthodox,172.72,185.42,145.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Israel Adesanya,MALE,Middleweight,31.0,Switch,193.04,203.2,185.0,8.0-0.0-0.0,0.0,0.0,8.0,0.0,4.0,0.0,,4.0,3.0,0.0,0.0,0.0,4.0
Juan Espino,MALE,Heavyweight,39.0,Orthodox,193.04,208.28,250.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Kai Kara-France,MALE,Flyweight,27.0,Orthodox,162.56,175.26,125.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,7.0,
Ketlen Vieira,FEMALE,Women's Bantamweight,29.0,Orthodox,172.72,172.72,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,7.0,
Khadis Ibragimov,MALE,Light Heavyweight,25.0,Orthodox,190.5,198.12,205.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Shane Young,MALE,Featherweight,27.0,Orthodox,172.72,182.88,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
William Knight,MALE,Light Heavyweight,32.0,Orthodox,177.8,185.42,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Carlos Condit,MALE,Welterweight,36.0,Orthodox,187.96,190.5,170.0,12.0-10.0-0.0,10.0,0.0,12.0,0.0,1.0,0.0,,1.0,6.0,4.0,0.0,,
Casey Kenney,MALE,Bantamweight,29.0,Southpaw,170.18,172.72,135.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Dequan Townsend,MALE,Middleweight,34.0,Orthodox,190.5,200.66,205.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Germaine de Randamie,FEMALE,Women's Bantamweight,36.0,Orthodox,175.26,180.34,135.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,2.0,0.0,,3.0,4.0,0.0,0.0,1.0,
Holly Holm,FEMALE,Women's Bantamweight,38.0,Southpaw,172.72,175.26,135.0,6.0-5.0-0.0,5.0,0.0,6.0,0.0,3.0,0.0,,3.0,2.0,0.0,0.0,2.0,
Jordan Williams,MALE,Middleweight,29.0,Southpaw,185.42,190.5,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kyler Phillips,MALE,Bantamweight,25.0,Orthodox,172.72,182.88,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Loma Lookboonmee,FEMALE,Women's Strawweight,24.0,Orthodox,154.94,154.94,115.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Luigi Vendramini,MALE,Lightweight,24.0,Orthodox,172.72,185.42,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yorgan De Castro,MALE,Heavyweight,33.0,Orthodox,182.88,187.96,250.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Ali Qaisi,MALE,Bantamweight,30.0,Orthodox,167.64,172.72,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ben Rothwell,MALE,Heavyweight,38.0,Orthodox,193.04,198.12,265.0,15.0-7.0-0.0,7.0,0.0,15.0,0.0,1.0,0.0,,2.0,9.0,2.0,0.0,,
Bruno Silva,MALE,Flyweight,30.0,Orthodox,162.56,165.1,125.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Daukaus,MALE,Heavyweight,31.0,Orthodox,190.5,193.04,250.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Edson Barboza,MALE,Featherweight,34.0,Orthodox,180.34,190.5,145.0,14.0-9.0-0.0,9.0,0.0,14.0,1.0,5.0,1.0,,5.0,7.0,0.0,0.0,,
Giga Chikadze,MALE,Featherweight,32.0,Orthodox,182.88,187.96,145.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Impa Kasanganay,MALE,Middleweight,26.0,Orthodox,180.34,190.5,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Markus Perez,MALE,Middleweight,32.0,Orthodox,185.42,185.42,185.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Marlon Moraes,MALE,Bantamweight,32.0,Orthodox,167.64,170.18,135.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,1.0,
Tom Aspinall,MALE,Heavyweight,27.0,Orthodox,195.58,198.12,256.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Tom Breese,MALE,Middleweight,29.0,Southpaw,190.5,185.42,185.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,,
Tracy Cortez,FEMALE,Women's Bantamweight,26.0,Orthodox,165.1,165.1,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Youssef Zalel,MALE,Featherweight,24.0,Switch,177.8,182.88,145.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Brian Ortega,MALE,Featherweight,29.0,Switch,172.72,175.26,145.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,
Claudio Silva,MALE,Welterweight,38.0,Southpaw,180.34,180.34,170.0,5.0-0.0-0.0,0.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Gadzhimurad Antigulov,MALE,Light Heavyweight,33.0,Orthodox,180.34,177.8,205.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Gillian Robertson,FEMALE,Women's Flyweight,25.0,Orthodox,165.1,160.02,125.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,0.0,0.0,,0.0,1.0,4.0,0.0,15.0,
Jamie Mullarkey,MALE,Lightweight,26.0,Orthodox,182.88,187.96,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jimmy Crute,MALE,Light Heavyweight,24.0,Orthodox,187.96,187.96,205.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,,
Junyong Park,MALE,Middleweight,29.0,Orthodox,177.8,185.42,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Katlyn Chookagian,FEMALE,Women's Flyweight,31.0,Orthodox,175.26,172.72,125.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,6.0,0.0,,6.0,0.0,0.0,0.0,1.0,
Mateusz Gamrot,MALE,Lightweight,29.0,Southpaw,177.8,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Said Nurmagomedov,MALE,Bantamweight,28.0,Orthodox,172.72,177.8,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Thomas Almeida,MALE,Featherweight,29.0,Southpaw,170.18,177.8,145.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,,
Alex Oliveira,MALE,Welterweight,32.0,Orthodox,180.34,193.04,170.0,11.0-6.0-0.0,6.0,0.0,11.0,0.0,3.0,0.0,,3.0,4.0,3.0,0.0,,
Alexander Volkov,MALE,Heavyweight,32.0,Orthodox,200.66,203.2,250.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,7.0,
Jacob Malkoun,MALE,Middleweight,25.0,Orthodox,175.26,185.42,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joel Alvarez,MALE,Lightweight,26.0,Orthodox,190.5,195.58,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
